id,date,statut,contexte_visite,note_globale,recommandation,verbatim
155,11/01/2024,Avocat,Avec des ados,4,Oui,"Le personnel que nous avons rencontré au niveau des attractions n'est pas particulièrement souriant. 
Par contre,Le parc est vraiment très beau, en particulier en cette période de fête. Nous avons passé une très belle journée"
157,11/01/2024,Neutre,Avec des jeunes enfants,3,Non,A faire 1 fois par an maximum. On se lasse très vite. 80% des employés font la gueule. Les restaurants vraiment pas top. Sortir du parking relèvent du parcours du combattant en frôlent sa voiture aux autres qui collent. Seule le jardin de noel était sublime.
159,11/01/2024,Avocat,Avec des ados,5,Oui,2 jours supers. Belles décorations pour Noël. Très bon moment passé en famille
160,11/01/2024,Avocat,Entre amis,5,Oui,"Le meilleur parc de France sans hésitation ! 
Le parc de mon enfance, depuis toujours j'y vais et j'irai jusqu'à ce que je quitte ce monde ❤️ 
J'habite à 5 minutes et c'est parfait."
164,10/01/2024,Avocat,Avec des ados,5,Oui,"Une expérience géniale comme d habitude une bonne journée de passé 
Continuez"
165,10/01/2024,Avocat,En couple,4,Oui,Je vais souvent au parc Astérix et je ne suis jamais déçue ! L’ambiance est très sympa et je recommande bien sûr Toutatis qui est tout simplement excellent.
166,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Ambiance de Noël super sympa ! Jardin illuminé super.
168,10/01/2024,Avocat,Avec des ados,5,Oui,Super parc ravis d'avoir pris le passe saison les décors de Noël magnifique
169,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"On a passé un bon moment au parc , les équipes dans l ensemble sympas sauf au restaurant où il y a eu bcp d erreur."
170,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Super parc autant pour les petits que les grands! Cadre et ambiance au top! J'y retournerai sans hésiter!!!
171,10/01/2024,Avocat,En couple,5,Oui,"Tout super !! seul bémol pour ceux qui logent à l’hôtel, prévoyez un peu d’avance car on vous redirigera avec plusieurs navettes ce qui pourra vous faire perdre 1 heure… sinon au Top"
172,10/01/2024,Avocat,Entre amis,4,Oui,"Toujours un régal de venir au Parc Astérix. La nouvelle attraction Toutatis est tout simplement extraordinaire. On ne s’en lasse pas. 
Maintenant, avec Oziris, le Parc Astérix possède deux superbes montagnes russes. Mais quel contraste entre le confort et les sensations du duo Toutatis/Oziris et l’inconfort, les vibrations, les baffes et les maux de tête de l’autre duo Tonnerre 2 Zeus/Goudurix. C’est insupportable. Si vous n’avez pas le temps, passez votre chemin. 
Coté restauration, rien à dire. Je vous conseille le restaurant du cirque qui propose un délicieux buffet à volonté. Très bon rapport qualité/prix."
174,10/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"1 parc pour toute la famille, superbe ambiance de noël 
 il est toutefois dommage que le manque de propreté du parc ternisse l'ambiance de la journée"
175,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Trop bien! Les enfants ont beaucoup aimé. Des sensations fortes de partout😬🤪🥲. 
Et un bon restau pour se remettre 😋 
Bref, une bonne option lorsqu'on doit oasser toutr la journée à Paris CDG."
177,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Des attractions pour tous les goûts et des spectacles de qualité !
178,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,1ère fois pour nous que nous venions en famille en dehors de la elle saison en été.. et on a vraiment apprécié !! décorations de noël et le jardin du père noel au top ! pas trop de queue... on a pu bien profiter.. par contre déçu par la parade..
179,10/01/2024,Avocat,Entre amis,4,Oui,"Toujours très long de passer par un guichet, que ce soit à l’accueil ou dans les point s de restauration du parc. Il est malheureusement que les détenteurs de pass annuels ne puissent pas rentrer sans faire la queue à un unique guichet alors qu’il a un code-bar qui devrait permettre de rentrer via les portiques classiques. Aussi, le parking spécial proche de l’entrée du parc évoqué dans les avantages du pass n’existe visiblement pas. En plusieurs années, je n’ai jamais été stationné au même parking, parfois dans des parkings lointains même en montrant le pass, c’est décevant."
180,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Première expérience au parc Astérix, qui ne sera pas la dernière. 
Nous avons adoré le parc, l'ambiance et les attracations. 
Il y as de quoi satisfaire toute la famille, du plus jeune au plus grand. 
Hâte d'y retourner..."
181,10/01/2024,Opposant,Avec des jeunes enfants,1,Non,"J’ai acheté un coupe fil à 105e qui n’a pas fonctionné car je n’ai jamais reçu le lien mais j’ai été débité de 105e 
Vol manifeste"
182,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Divertissant , effrayant et sympa. 
Un peu trop de queue pendant les vacances scolaires en semaine."
183,10/01/2024,Avocat,Entre amis,4,Oui,Très bonne journée ! Surtout 5 minutes pour se faire photographier avec 3 personnages. Waouh ! Bravo !
184,10/01/2024,Opposant,Avec des jeunes enfants,1,Non,"À part des manèges à sensations, il n'y a pas vraiment d'autres attractions. Très décevant car nous n'aimons pas vraiment cela. 
D'autres part, vos soit disant super animations de Noël, nous les cherchons encore. Votre ""marketing"" est très bien c'est sûr, ou plutôt légèrement mensonger ... 
Je ne parle pas de la non propreté des toilettes, ni de l'accueil de votre personnel ... c'est un métier effectivement, l'attention que nous pouvons apporter aux gens. 
Enfin, un prix excessif ... 51 euros par tête il faut les sortir tout de même ! et la grosse carotte 🥕 si je puis dire pour le parking ... 20 de plus 😡 
Finalement, excessivement déçu et ce pour notre petite famille. 
Plus pour nous, c'est certain."
186,10/01/2024,Avocat,Avec des ados,5,Oui,Nous avons passé une excellente journée en famille
187,10/01/2024,Avocat,Entre amis,5,Oui,Très bon parc d'attraction à sensations fortes. 😁😁
188,10/01/2024,Avocat,Avec des ados,4,Oui,"Séjour en famille. Rien à redire, nous reviendrons."
189,10/01/2024,Avocat,En couple,5,Oui,"Génial ! 
Rajouter peut être plus de rencontres personnages différentes comme césar, Cleopatre ou d'autres personnages récurrents de la BD :-)"
190,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous adorons le parc, c’était ma 10 eme visite et la première pour ma puce de 6 ans et demi qui a été enchantée car en âge de faire un maximum d’attractions! Nous espérons y retourner aux beaux jours pour profiter aussi des attractions aquatiques!"
192,10/01/2024,Avocat,Avec des ados,4,Oui,Félicitations pour les décorations de Noël sur tout le parc
194,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"J'adore ce parc tous le monde y trouve son compte 
Il y en a autant pour les petits que pour les grands des manèges top et des sensations garantie merci parc asterix on reviendra sans hésiter. 
 
Mme dumas"
195,10/01/2024,Avocat,Entre amis,4,Oui,"Parce génial attractions au top et belle occasion organisation des équipes pour les attractions ! 
Merci a l'équipe de la maison des lutins vraiment génial !"
197,10/01/2024,Avocat,Entre amis,4,Oui,"Excellente journée passée au parc Astérix! Tous les ingrédients sont réunis pour des moments mémorables : attractions, ambiance, décors!"
198,10/01/2024,Avocat,En couple,5,Oui,Belle année passe au parc Astérix merci à vous .
200,10/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Je n'étais pas convaincue par l'idée d'aller au Parc Astérix en hiver mais finalement j'ai passé une superbe journée ! Les spectacles sont vraiment de qualité avec des artistes compétents ! Dommage que certains visiteurs brillent par leur incivilités.
201,10/01/2024,Avocat,En couple,5,Oui,"Superbe journée au parc, des attractions incroyables, avec de vraies sensations fortes, toutatis et oz iris génial !!!!! 
Personnel, très courtois, professionnel et efficace… 
Ça ne traîne pas pour faire monter et descendre « Les Gaulois » des attractions c’est chouette ça limite un peu l’attente… 
Nous sommes allés au parc le 7 janvier, et nous avons fait plus de 10 attractions sur la journée… trop bien!!!! 
À très vite par Astérix 😍"
202,10/01/2024,Avocat,Avec des ados,5,Oui,Excellent parc
203,10/01/2024,Avocat,En couple,5,Oui,"Beau parc avec toutes les attractions pour petits et grands. 
Nous sommes dépaysés à chaque fois"
204,10/01/2024,Avocat,En couple,5,Oui,"Bien, simple et fluide"
205,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Superbe parc et hôtel !! À refaire très rapidement
206,10/01/2024,Neutre,Entre amis,3,Non,"Bonjour, je suis au Parc le dernier jours d'ouverture le 7janvier. J'ai été tres déçu par les services proposés : pas de choix de thé, pas possible d'avoir un simple macchiato noisette ou autre chose autre qu'un café ou vin chaud.. pareil pour le repas. Nous avons mangés sur place et les serveurs et cuisine ne communique pas les soucis de stock. Obligé de faire une réclamation à la caisse pour demander autre chose. Toute ses petites chose on gâché mon plaisir du parc . Malgré que l'ambiance était là le parc était très beau et les attractions sont super ainsi que oe spectacle du cirque magnifique ! Je ne reviendrai pas au parc suite à mon expérience."
207,10/01/2024,Neutre,Avec des ados,3,Oui,"Bonjour, nous avons passé dans le parc Astérix à ces jours dans l’ensemble excellent. 
Cependant, nous avons remarqué quelques petits points négatifs qui pourront vous servir à améliorer l’expérience de vos autres. 
Nous trouvons un manque de personnel, les sanitaires à l’intérieur du parc sont très sale, et sur l’ensemble de notre week-end, nous avons trouvé qu’il y avait beaucoup trop de monde (entre une heure et plus de deux heures d’attente par attraction)"
208,10/01/2024,Opposant,En couple,2,Non,"Le parc à beaucoup de potentiel, des thèmes sympa il est dommage que cela ne soit pas poussé au maximum. Les attractions sont variées est cela est vraiment bien. Cependant je trouve dommage que le personnel du parc soit assez désagréable, et trop « wesh wesh ». Aussi je comprends que pour un dernier jour d’ouverture avant travaux annuels que les infrastructures ainsi que le décor soit dégressif et dégradé. D’autant que le prix lui ne l’est pas. Nous payons autant qu’en début d’année où tout est beau et propre. Je pense que le parc voit uniquement par l’argent et se fiche plus ou moins des visiteurs. C’est pour cela que je ne pense pas renouveler le pass saison d’autant que les prix augmentent et que qu’en on souhaite s’exprimer en envoyant des messages au parc nous n’avons jamais de nouvel"
209,10/01/2024,Avocat,Avec des ados,4,Oui,"Le parc est super , la diversité des attractions également, il y en a pour tout les âges. Le seul bémol est le prix de l'entrée"
210,10/01/2024,Avocat,Avec des ados,5,Oui,Venir voir le parc décoré pour les fetes de Noël c est magnifique ils ont une deco de fou bravo pour votre travail
212,10/01/2024,Opposant,Avec des jeunes enfants,2,Non,"- journée passée à attendre : beaucoup trop d'attente pour les manèges a sensations et pour la restauration 
- personnel des manèges peu aimables, trop ""directifs et autoritaires"" 
- rapport qualité/ prix de la restauration vraiment déplorable 
 
Points positifs : la restauration de la cité suspendues"
213,10/01/2024,Avocat,Avec des ados,5,Oui,"C'était super, grandes sensations !"
214,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Votre personnel n'est pas bien formé sur les filotomatix. Les dates et les possibilités n'étaient pas claires que ce soit au téléphone ou surplace. Est ce l'attraction Formulaire A38 ? 
 
Nous avons acheté des pass bronzes pour 12 personnes et un passage unique pour une activité pour 12 personnes. Nous n'avons pas été en mesure d'utiliser ce dernier car l'application nous a empêchés."
215,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Notre première visite pendant la saison du Noël Gaulois. Les décorations et illuminations étaient magnifiques ! Notre petit d'à peine 2 ans a été émerveillé. La diversité des activités nous a permis de passer une journée agréable avec lui, loin des files d'attente. Il a fait ses premiers manèges à ""sensation"" pour les enfants et a adoré ! Nous avons choisi de manger au restaurant avec service à table pour nous réchauffer un peu, le personnel a été adorable avec bébé une fois encore et il s'est vu offrir un kit de coloriage pour passer le temps pendant que les grands finissaient de manger. Le mot de la journée c'était :""Encore !"". Ça veut tout dire quand aux beaux souvenirs qu'on en gardera."
216,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Le parc Asterix est vraiment agréable il est aussi bien pour les grands que les petits, tout le monde y trouve son compte. Plutôt impressionnée par la qualité des spectacles je dois dire. très bon parc, je le recommande"
217,10/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Je suis fan du parc Astérix il y en a pour tous les goûts et la queue des attractions et plus ou moins raisonnable. Les petits comme les grands s’amusent et veulent y retourner comparé à d’autres parc ou en une journée on ne peut faire que 2 ou 3 attractions du à la queue!
